drs_id,url,filename_osn,filepath_osn,file_type,table_title,table_type,multilevel_columns,multilevel_rows,computation_ready,table_group,table_group_members,shape,size,columns,series_type,series_num,series_name,image_handwriting,image_two_page,related_image,related_csv,related_txt,related_alto,entities,volume_title,attribution,author,published,notes,subjects,creation_date,record_id,permalink
44319551,https://ids.lib.harvard.edu/ids/iiif/44319551/full/full/0/default.jpg,005825557_pt1_00011.innodata.jpg,005825557_pt1_00011.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt1_00011.innodata.jpg,,005825557_pt1_00011.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319552,https://ids.lib.harvard.edu/ids/iiif/44319552/full/full/0/default.jpg,005825557_pt1_00012.innodata.jpg,005825557_pt1_00012.innodata.jpg,image,MERCHANDISE. (1872.),Summary,TRUE,TRUE,FALSE,TRUE,005825557_pt1_00012_a.innodata.csv;005825557_pt1_00012_b.innodata.csv,,,[],,,Miscellaneous,FALSE,FALSE,005825557_pt1_00012.innodata.jpg,005825557_pt1_00012_b.innodata.csv,005825557_pt1_00012.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319553,https://ids.lib.harvard.edu/ids/iiif/44319553/full/full/0/default.jpg,005825557_pt1_00013.innodata.jpg,005825557_pt1_00013.innodata.jpg,image,D.--RELATION OF INWARD TO OUTWARD VALUES.,Summary,TRUE,TRUE,FALSE,TRUE,005825557_pt1_00013_a.innodata.csv;005825557_pt1_00013_b.innodata.csv;005825557_pt1_00013_c.innodata.csv,,,[],,,Miscellaneous,FALSE,FALSE,005825557_pt1_00013.innodata.jpg,005825557_pt1_00013_c.innodata.csv,005825557_pt1_00013.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319554,https://ids.lib.harvard.edu/ids/iiif/44319554/full/full/0/default.jpg,005825557_pt1_00014.innodata.jpg,005825557_pt1_00014.innodata.jpg,image,F.--TOTAL VALUES.,Summary,TRUE,TRUE,FALSE,TRUE,005825557_pt1_00014_a.innodata.csv;005825557_pt1_00014_b.innodata.csv,,,[],,,Miscellaneous,FALSE,FALSE,005825557_pt1_00014.innodata.jpg,005825557_pt1_00014_b.innodata.csv,005825557_pt1_00014.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319555,https://ids.lib.harvard.edu/ids/iiif/44319555/full/full/0/default.jpg,005825557_pt1_00015.innodata.jpg,005825557_pt1_00015.innodata.jpg,image,5°. [TONNAGE DUES.--Tonnage Dues are leviable Once in Four Months.,Summary,TRUE,TRUE,FALSE,TRUE,005825557_pt1_00015_a.innodata.csv;005825557_pt1_00015_b.innodata.csv;005825557_pt1_00015_c.innodata.csv;005825557_pt1_00015_d.innodata.csv;005825557_pt1_00015_e.innodata.csv,,,[],,,Miscellaneous,FALSE,FALSE,005825557_pt1_00015.innodata.jpg,005825557_pt1_00015_e.innodata.csv,005825557_pt1_00015.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319556,https://ids.lib.harvard.edu/ids/iiif/44319556/full/full/0/default.jpg,005825557_pt1_00016.innodata.jpg,005825557_pt1_00016.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt1_00016.innodata.jpg,,005825557_pt1_00016.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319557,https://ids.lib.harvard.edu/ids/iiif/44319557/full/full/0/default.jpg,005825557_pt1_00017.innodata.jpg,005825557_pt1_00017.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt1_00017.innodata.jpg,,005825557_pt1_00017.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319558,https://ids.lib.harvard.edu/ids/iiif/44319558/full/full/0/default.jpg,005825557_pt1_00018.innodata.jpg,005825557_pt1_00018.innodata.jpg,image,STATISTICS OF TRADE.,Other,TRUE,TRUE,FALSE,TRUE,005825557_pt1_00015_a.innodata.csv;005825557_pt1_00015_b.innodata.csv;005825557_pt1_00015_c.innodata.csv;005825557_pt1_00015_d.innodata.csv;005825557_pt1_00015_e.innodata.csv,,,[],,,Miscellaneous,FALSE,FALSE,005825557_pt1_00018.innodata.jpg,005825557_pt1_00018.innodata.csv,005825557_pt1_00018.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319559,https://ids.lib.harvard.edu/ids/iiif/44319559/full/full/0/default.jpg,005825557_pt1_00019.innodata.jpg,005825557_pt1_00019.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt1_00019.innodata.jpg,,005825557_pt1_00019.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319560,https://ids.lib.harvard.edu/ids/iiif/44319560/full/full/0/default.jpg,005825557_pt1_00020.innodata.jpg,005825557_pt1_00020.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt1_00020.innodata.jpg,,005825557_pt1_00020.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319561,https://ids.lib.harvard.edu/ids/iiif/44319561/full/full/0/default.jpg,005825557_pt1_00021.innodata.jpg,005825557_pt1_00021.innodata.jpg,image,VIENNA UNVERSAL EXHIBITION OF 1873. CHINESE DEPARTMENT.,Categorical,TRUE,TRUE,TRUE,TRUE,005825557_pt1_00015_a.innodata.csv;005825557_pt1_00015_b.innodata.csv;005825557_pt1_00015_c.innodata.csv;005825557_pt1_00015_d.innodata.csv;005825557_pt1_00015_e.innodata.csv,,,[],,,Miscellaneous,FALSE,FALSE,005825557_pt1_00021.innodata.jpg,005825557_pt1_00021.innodata.csv,005825557_pt1_00021.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319562,https://ids.lib.harvard.edu/ids/iiif/44319562/full/full/0/default.jpg,005825557_pt1_00022.innodata.jpg,005825557_pt1_00022.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt1_00022.innodata.jpg,,005825557_pt1_00022.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
